activity_id,deal_id,user_id,activity_type,kpi_name,is_done,activity_at
327413,790735,268,after_close_call,After Close Call,t,2024-09-07 23:47:17
327654,873510,14,meeting,Sales Call 1,t,2024-01-03 20:23:34
327790,376151,563,sc_2,Sales Call 2,f,2024-02-29 03:41:04
327872,699758,550,sc_2,Sales Call 2,f,2024-09-02 07:02:06
327912,354136,1466,sc_2,Sales Call 2,t,2024-01-14 12:54:48
328832,736373,78,after_close_call,After Close Call,t,2024-05-14 12:48:37
329615,598198,854,sc_2,Sales Call 2,f,2024-09-05 08:19:24
329886,884655,391,follow_up,Follow Up Call,t,2024-02-24 01:21:32
330057,324261,1001,after_close_call,After Close Call,f,2024-03-19 15:28:12
330067,916100,277,follow_up,Follow Up Call,t,2024-07-02 23:34:48
330514,887270,1149,sc_2,Sales Call 2,f,2024-02-24 01:32:44
331163,781226,90,follow_up,Follow Up Call,t,2024-04-04 16:04:12
331417,448211,400,meeting,Sales Call 1,t,2024-06-19 04:37:46
331427,922194,748,after_close_call,After Close Call,f,2024-04-26 16:38:07
331816,895925,319,meeting,Sales Call 1,f,2024-04-19 21:53:36
332098,730953,930,follow_up,Follow Up Call,t,2024-01-31 03:23:57
332348,532852,1152,sc_2,Sales Call 2,f,2024-06-06 23:44:23
332746,263752,227,sc_2,Sales Call 2,t,2024-08-30 03:52:35
332746,934654,98,after_close_call,After Close Call,f,2024-05-21 19:03:58
333000,574534,256,meeting,Sales Call 1,t,2024-06-25 14:57:28
333061,952900,205,meeting,Sales Call 1,f,2024-03-06 12:47:13
333261,216562,79,sc_2,Sales Call 2,t,2024-01-16 23:06:58
333374,307880,953,after_close_call,After Close Call,t,2024-05-10 05:18:55
333445,165417,350,sc_2,Sales Call 2,f,2024-09-09 20:40:54
334119,407866,1168,after_close_call,After Close Call,t,2024-09-08 08:52:34
334151,241307,749,after_close_call,After Close Call,f,2024-01-05 01:38:27
334160,857692,545,sc_2,Sales Call 2,t,2024-08-17 03:41:54
334494,388386,1147,follow_up,Follow Up Call,t,2024-01-06 12:05:36
335771,260395,1767,after_close_call,After Close Call,f,2024-04-05 06:47:22
335779,143343,105,follow_up,Follow Up Call,f,2024-03-31 11:52:24
336173,635368,1471,meeting,Sales Call 1,t,2024-07-14 17:35:18
337327,274034,142,after_close_call,After Close Call,t,2024-02-10 12:56:12
337447,428232,1129,after_close_call,After Close Call,t,2024-05-20 08:00:01
337452,753511,1646,meeting,Sales Call 1,f,2024-04-29 07:41:12
337590,376953,320,after_close_call,After Close Call,t,2024-06-19 10:53:00
338247,677963,671,meeting,Sales Call 1,f,2024-03-17 14:04:33
338315,132437,1488,after_close_call,After Close Call,f,2024-06-25 04:47:35
338407,766280,620,meeting,Sales Call 1,f,2024-01-22 19:56:07
338478,861196,1402,follow_up,Follow Up Call,t,2024-07-23 17:21:37
338779,950396,979,after_close_call,After Close Call,t,2024-03-17 17:49:10
338991,582551,1010,sc_2,Sales Call 2,f,2024-09-08 23:33:56
339844,245223,170,after_close_call,After Close Call,f,2024-03-21 21:23:57
340011,661615,1463,follow_up,Follow Up Call,t,2024-05-13 04:46:26
340065,102114,242,sc_2,Sales Call 2,t,2024-06-25 21:19:26
340295,102208,182,follow_up,Follow Up Call,t,2024-08-25 07:08:45
340527,566334,397,meeting,Sales Call 1,t,2024-03-24 06:45:37
340693,164097,292,after_close_call,After Close Call,f,2024-07-21 12:01:36
340732,255927,103,after_close_call,After Close Call,t,2024-04-20 00:35:21
340823,589817,266,after_close_call,After Close Call,f,2024-03-14 15:15:57
341190,378920,1184,follow_up,Follow Up Call,f,2024-02-04 10:05:21
341317,354143,262,sc_2,Sales Call 2,f,2024-04-22 09:08:58
341725,317003,1367,sc_2,Sales Call 2,f,2024-02-17 08:06:33
341960,408798,1724,follow_up,Follow Up Call,f,2024-08-11 20:31:48
341978,813230,1189,meeting,Sales Call 1,t,2024-08-20 00:06:09
342019,335484,1014,after_close_call,After Close Call,f,2024-06-26 02:43:58
342254,970276,155,sc_2,Sales Call 2,f,2024-04-13 13:55:48
342281,452661,1257,sc_2,Sales Call 2,t,2024-07-19 09:38:28
342644,303557,386,after_close_call,After Close Call,f,2024-04-22 16:46:13
342740,383070,132,meeting,Sales Call 1,t,2024-06-18 08:23:54
342845,333218,1563,sc_2,Sales Call 2,t,2024-03-30 00:49:09
342902,945521,409,meeting,Sales Call 1,t,2024-07-04 06:35:26
342998,778504,593,follow_up,Follow Up Call,f,2024-02-16 04:30:48
343185,481863,149,follow_up,Follow Up Call,t,2024-07-03 20:39:28
343292,264571,982,sc_2,Sales Call 2,f,2024-05-18 00:04:14
343299,744816,288,after_close_call,After Close Call,t,2024-09-04 09:27:39
343400,562294,611,after_close_call,After Close Call,t,2024-03-21 01:08:56
343831,615042,1596,follow_up,Follow Up Call,f,2024-07-05 03:10:39
343887,417107,123,after_close_call,After Close Call,f,2024-06-30 07:47:33
343903,881720,1490,meeting,Sales Call 1,f,2024-05-08 01:19:03
344134,162145,1174,follow_up,Follow Up Call,f,2024-03-01 23:12:18
344161,400065,272,after_close_call,After Close Call,t,2024-01-30 00:45:58
344589,686760,1128,follow_up,Follow Up Call,f,2024-09-11 11:51:05
344792,590122,1162,follow_up,Follow Up Call,t,2024-04-11 03:27:06
344971,706504,600,sc_2,Sales Call 2,f,2024-06-20 00:48:09
344989,592976,1384,follow_up,Follow Up Call,t,2024-08-05 00:53:58
345018,571625,378,sc_2,Sales Call 2,t,2024-07-08 01:11:04
345396,559637,519,after_close_call,After Close Call,t,2024-04-22 19:01:02
345409,155856,1436,follow_up,Follow Up Call,t,2024-06-18 08:23:31
345599,647569,1672,meeting,Sales Call 1,t,2024-02-12 18:24:05
345614,736875,611,meeting,Sales Call 1,f,2024-04-20 00:27:53
345660,232743,1607,after_close_call,After Close Call,f,2024-08-01 14:27:12
346064,475244,1366,after_close_call,After Close Call,t,2024-08-01 05:56:04
346234,682223,354,sc_2,Sales Call 2,t,2024-02-11 05:53:33
346236,377263,1196,after_close_call,After Close Call,t,2024-01-30 12:12:12
346396,217161,721,sc_2,Sales Call 2,f,2024-04-15 01:39:21
346419,239157,378,after_close_call,After Close Call,t,2024-04-26 19:49:16
347154,201720,611,meeting,Sales Call 1,f,2024-01-20 10:40:36
347405,231793,1509,meeting,Sales Call 1,f,2024-08-05 05:26:47
347406,783502,1153,follow_up,Follow Up Call,t,2024-02-19 19:14:05
347893,838908,1218,follow_up,Follow Up Call,f,2024-09-05 12:21:24
348130,156447,742,sc_2,Sales Call 2,f,2024-06-23 11:51:42
348368,285930,52,after_close_call,After Close Call,t,2024-08-22 03:52:41
348559,697042,1416,follow_up,Follow Up Call,t,2024-07-22 20:35:01
348597,651550,1589,meeting,Sales Call 1,t,2024-08-22 13:18:52
348632,769181,279,meeting,Sales Call 1,t,2024-05-18 17:35:53
348884,699187,632,meeting,Sales Call 1,f,2024-09-11 07:53:56
349194,542931,1745,follow_up,Follow Up Call,f,2024-02-22 18:14:18
349348,931461,1131,follow_up,Follow Up Call,f,2024-02-26 17:08:18
349355,366374,786,sc_2,Sales Call 2,t,2024-06-10 10:50:04
349616,281633,362,sc_2,Sales Call 2,f,2024-05-11 17:22:48
349667,906177,1391,after_close_call,After Close Call,f,2024-08-04 05:18:57
349930,802449,735,sc_2,Sales Call 2,f,2024-07-03 14:19:53
350031,456753,727,meeting,Sales Call 1,f,2024-02-02 08:52:37
350096,624398,1136,sc_2,Sales Call 2,t,2024-06-26 07:58:02
350965,687177,364,sc_2,Sales Call 2,f,2024-07-08 14:14:22
351556,919023,543,meeting,Sales Call 1,f,2024-06-27 12:14:36
351571,845572,189,sc_2,Sales Call 2,t,2024-04-21 19:09:07
351601,647858,583,after_close_call,After Close Call,f,2024-05-24 12:58:42
352243,370150,177,sc_2,Sales Call 2,t,2024-05-06 23:58:12
352338,278788,1283,follow_up,Follow Up Call,t,2024-03-27 23:09:22
352503,848979,1104,follow_up,Follow Up Call,f,2024-08-30 17:37:13
352649,132619,723,sc_2,Sales Call 2,t,2024-07-31 01:04:31
352776,528410,1106,after_close_call,After Close Call,f,2024-06-12 10:32:50
353019,215660,562,meeting,Sales Call 1,t,2024-01-02 23:06:29
353167,301303,1479,after_close_call,After Close Call,f,2024-05-08 02:04:18
353262,886164,612,follow_up,Follow Up Call,f,2024-01-22 16:54:20
353298,688200,449,follow_up,Follow Up Call,f,2024-02-10 03:30:57
353356,335088,1267,meeting,Sales Call 1,t,2024-08-02 01:39:24
353592,530561,1064,sc_2,Sales Call 2,t,2024-07-17 18:37:13
354023,612700,1356,meeting,Sales Call 1,t,2024-04-14 17:22:02
354189,861022,1309,sc_2,Sales Call 2,t,2024-05-08 13:06:07
354563,995321,1099,follow_up,Follow Up Call,t,2024-07-24 22:16:06
354620,679295,837,after_close_call,After Close Call,f,2024-01-31 10:40:55
354678,779852,792,after_close_call,After Close Call,f,2024-01-13 11:46:11
354797,611988,1331,sc_2,Sales Call 2,t,2024-09-11 10:29:37
354842,526326,1236,sc_2,Sales Call 2,t,2024-02-02 13:12:21
355103,127381,394,after_close_call,After Close Call,f,2024-06-17 14:25:02
355519,932518,746,sc_2,Sales Call 2,f,2024-03-26 08:16:58
355734,373113,1334,follow_up,Follow Up Call,f,2024-06-02 01:44:52
356040,958702,504,sc_2,Sales Call 2,f,2024-02-04 09:38:22
356051,699482,398,sc_2,Sales Call 2,t,2024-04-11 13:55:00
356059,762501,855,follow_up,Follow Up Call,f,2024-01-02 19:49:46
356261,948579,1395,after_close_call,After Close Call,t,2024-03-20 21:54:02
356921,628854,1375,follow_up,Follow Up Call,t,2024-05-11 15:11:25
356986,468204,41,meeting,Sales Call 1,t,2024-04-13 17:44:52
357625,683051,422,meeting,Sales Call 1,f,2024-05-30 07:42:01
357675,958602,692,sc_2,Sales Call 2,t,2024-08-11 22:58:06
357799,880397,794,follow_up,Follow Up Call,t,2024-02-25 15:26:24
358077,248216,1076,sc_2,Sales Call 2,t,2024-03-18 02:53:48
358238,255428,278,after_close_call,After Close Call,t,2024-06-20 04:15:03
358664,757209,523,sc_2,Sales Call 2,t,2024-05-04 17:19:46
358700,115742,392,sc_2,Sales Call 2,t,2024-08-16 23:27:06
359058,929784,961,meeting,Sales Call 1,t,2024-07-13 17:45:58
359085,538642,1675,sc_2,Sales Call 2,f,2024-05-08 08:33:13
359455,929669,43,follow_up,Follow Up Call,t,2024-04-07 17:06:58
359464,561173,1431,meeting,Sales Call 1,t,2024-02-17 15:43:18
359648,650370,1424,follow_up,Follow Up Call,f,2024-03-20 11:28:04
359781,587848,990,meeting,Sales Call 1,t,2024-06-26 08:51:21
360032,631075,1733,meeting,Sales Call 1,f,2024-08-15 06:46:02
360843,803261,530,after_close_call,After Close Call,f,2024-01-20 14:29:34
361044,618864,536,after_close_call,After Close Call,f,2024-08-18 12:26:27
361619,384159,821,follow_up,Follow Up Call,t,2024-04-10 08:08:07
361799,957116,65,after_close_call,After Close Call,t,2024-07-29 19:43:22
361939,413505,232,follow_up,Follow Up Call,t,2024-02-29 14:06:03
362084,114223,750,sc_2,Sales Call 2,t,2024-03-11 01:15:16
362747,534076,1006,follow_up,Follow Up Call,t,2024-02-28 22:45:01
363179,585904,1718,sc_2,Sales Call 2,f,2024-07-06 16:58:02
363548,738841,1201,follow_up,Follow Up Call,f,2024-03-24 19:24:51
363729,796417,814,after_close_call,After Close Call,t,2024-03-19 06:38:24
363782,727406,1007,meeting,Sales Call 1,t,2024-08-08 09:09:18
363824,111790,1681,follow_up,Follow Up Call,t,2024-03-01 16:54:05
363896,714859,1405,follow_up,Follow Up Call,f,2024-07-10 08:21:11
363949,445983,1388,meeting,Sales Call 1,t,2024-02-12 09:07:39
363976,927943,1623,sc_2,Sales Call 2,t,2024-06-19 10:51:22
364092,684980,1331,after_close_call,After Close Call,f,2024-08-30 19:22:01
365173,868109,1008,after_close_call,After Close Call,f,2024-06-10 17:24:15
365207,455795,755,sc_2,Sales Call 2,t,2024-08-30 19:06:40
365465,859197,1211,sc_2,Sales Call 2,f,2024-04-22 06:37:03
365972,491963,840,after_close_call,After Close Call,t,2024-06-03 03:09:54
366580,198993,298,follow_up,Follow Up Call,f,2024-02-11 16:09:15
367420,961423,1156,meeting,Sales Call 1,t,2024-07-12 03:01:20
367550,684761,1649,meeting,Sales Call 1,f,2024-01-20 19:47:53
367773,148616,652,sc_2,Sales Call 2,t,2024-02-25 06:47:02
367819,122745,138,after_close_call,After Close Call,t,2024-05-30 13:59:57
367842,783138,417,sc_2,Sales Call 2,f,2024-01-27 01:47:11
367881,334806,452,after_close_call,After Close Call,f,2024-03-26 03:30:30
367903,334600,1776,after_close_call,After Close Call,f,2024-05-06 20:02:51
367988,450895,1735,sc_2,Sales Call 2,f,2024-06-23 16:58:21
368628,485368,669,follow_up,Follow Up Call,t,2024-08-05 16:16:19
368660,148178,1363,meeting,Sales Call 1,t,2024-05-03 12:28:25
368745,526498,752,sc_2,Sales Call 2,f,2024-01-04 13:39:02
369172,973864,1248,after_close_call,After Close Call,t,2024-06-28 17:06:21
369490,254602,696,after_close_call,After Close Call,t,2024-01-12 15:27:29
369532,582137,100,after_close_call,After Close Call,t,2024-06-27 15:38:39
369566,694831,259,meeting,Sales Call 1,f,2024-02-19 08:45:51
369622,678281,527,meeting,Sales Call 1,f,2024-07-18 22:33:37
369642,245556,1080,sc_2,Sales Call 2,f,2024-01-26 08:45:26
369763,718440,1505,after_close_call,After Close Call,t,2024-02-26 06:52:11
369867,535571,912,follow_up,Follow Up Call,f,2024-07-20 14:58:16
370120,198038,714,meeting,Sales Call 1,t,2024-02-23 00:59:20
370135,490212,1031,meeting,Sales Call 1,f,2024-04-10 23:50:25
370315,286056,1704,sc_2,Sales Call 2,t,2024-07-20 13:27:00
370435,208889,807,follow_up,Follow Up Call,f,2024-02-03 22:42:37
370708,331313,415,meeting,Sales Call 1,f,2024-01-07 16:37:56
370747,720004,1017,follow_up,Follow Up Call,t,2024-08-31 20:05:31
370773,132696,1484,sc_2,Sales Call 2,t,2024-04-28 08:08:26
370773,272462,283,follow_up,Follow Up Call,f,2024-08-24 01:31:33
370884,598706,1642,after_close_call,After Close Call,t,2024-01-10 04:24:39
370997,473912,601,follow_up,Follow Up Call,t,2024-03-13 22:40:40
371160,584625,1660,sc_2,Sales Call 2,f,2024-07-26 06:17:37
371350,958377,1670,meeting,Sales Call 1,f,2024-08-04 16:12:49
371368,506964,592,after_close_call,After Close Call,f,2024-02-29 12:41:55
371526,361133,1260,after_close_call,After Close Call,f,2024-06-13 23:38:55
371566,415619,1544,after_close_call,After Close Call,t,2024-01-15 20:13:00
371786,236390,776,follow_up,Follow Up Call,t,2024-08-16 04:08:44
372437,948259,1322,meeting,Sales Call 1,t,2024-08-31 19:29:24
372880,805539,699,after_close_call,After Close Call,f,2024-02-27 17:04:04
372967,879432,314,follow_up,Follow Up Call,f,2024-07-04 02:39:27
373005,991174,715,meeting,Sales Call 1,f,2024-03-27 03:16:59
373298,451646,122,follow_up,Follow Up Call,t,2024-03-23 16:48:28
373390,499727,462,after_close_call,After Close Call,f,2024-09-13 22:24:36
373787,412072,206,after_close_call,After Close Call,t,2024-09-08 09:07:34
373819,839511,1230,follow_up,Follow Up Call,t,2024-06-25 18:35:47
373905,317897,1277,after_close_call,After Close Call,t,2024-04-30 20:37:31
374764,898269,1543,after_close_call,After Close Call,f,2024-06-02 01:59:57
374876,454719,1257,sc_2,Sales Call 2,f,2024-04-01 18:33:51
374954,329974,170,after_close_call,After Close Call,t,2024-01-29 17:37:10
375052,124973,1665,after_close_call,After Close Call,t,2024-07-15 09:09:08
375356,417058,1782,sc_2,Sales Call 2,t,2024-06-24 00:22:20
375374,709031,1617,after_close_call,After Close Call,t,2024-07-10 14:04:35
375711,598295,1079,meeting,Sales Call 1,t,2024-09-02 00:57:53
376372,215217,1536,meeting,Sales Call 1,f,2024-08-31 22:48:48
376378,122225,1744,meeting,Sales Call 1,t,2024-06-20 06:00:07
376562,258038,601,meeting,Sales Call 1,f,2024-08-03 14:23:30
376764,161272,356,meeting,Sales Call 1,f,2024-01-11 15:20:53
377142,719366,1408,meeting,Sales Call 1,t,2024-09-11 14:34:53
377255,775838,1243,meeting,Sales Call 1,t,2024-06-15 08:49:31
377542,366534,1340,sc_2,Sales Call 2,f,2024-05-24 09:35:04
377782,182289,87,follow_up,Follow Up Call,f,2024-06-08 09:36:03
378486,511683,775,meeting,Sales Call 1,t,2024-06-25 23:12:52
378704,501830,580,sc_2,Sales Call 2,t,2024-09-01 00:55:45
378785,636346,44,after_close_call,After Close Call,t,2024-04-16 14:07:01
378931,355486,941,follow_up,Follow Up Call,t,2024-05-29 20:50:38
379493,966886,1113,sc_2,Sales Call 2,t,2024-04-18 01:26:11
379588,126499,1733,meeting,Sales Call 1,f,2024-06-19 21:54:58
379598,611212,274,meeting,Sales Call 1,t,2024-06-15 23:02:46
379670,203677,1384,follow_up,Follow Up Call,f,2024-06-23 22:32:54
379790,158767,62,sc_2,Sales Call 2,f,2024-02-15 20:08:00
380108,264237,154,after_close_call,After Close Call,f,2024-01-24 12:37:16
380140,122531,1164,follow_up,Follow Up Call,t,2024-05-02 23:11:29
380395,689721,1350,sc_2,Sales Call 2,f,2024-09-02 09:17:33
380521,645548,812,after_close_call,After Close Call,t,2024-07-06 08:58:13
380620,195650,1767,follow_up,Follow Up Call,t,2024-09-05 07:40:06
380758,121650,1042,after_close_call,After Close Call,f,2024-03-10 00:20:55
380793,969685,969,meeting,Sales Call 1,t,2024-02-08 05:54:56
380869,853012,1412,meeting,Sales Call 1,t,2024-03-20 13:32:22
380953,430338,789,sc_2,Sales Call 2,t,2024-06-30 03:09:31
381119,507366,558,follow_up,Follow Up Call,f,2024-08-18 21:53:25
381311,197806,192,sc_2,Sales Call 2,f,2024-03-13 05:00:49
381910,558019,1406,after_close_call,After Close Call,t,2024-06-13 12:19:12
382001,348490,439,sc_2,Sales Call 2,t,2024-02-20 07:19:11
382009,129870,1184,follow_up,Follow Up Call,t,2024-04-13 14:07:56
382267,861259,813,after_close_call,After Close Call,f,2024-01-08 20:10:07
382350,549896,299,sc_2,Sales Call 2,f,2024-06-22 09:12:58
382453,335847,220,sc_2,Sales Call 2,t,2024-01-14 06:16:00
382551,485379,1120,after_close_call,After Close Call,t,2024-06-19 16:31:50
382720,599323,1488,sc_2,Sales Call 2,f,2024-04-25 09:53:25
383019,758965,640,meeting,Sales Call 1,f,2024-04-30 12:49:38
383169,527014,1764,sc_2,Sales Call 2,f,2024-01-25 19:15:52
383205,286914,720,meeting,Sales Call 1,t,2024-08-02 06:49:53
383489,407638,897,follow_up,Follow Up Call,t,2024-01-03 20:38:56
383510,752146,1465,follow_up,Follow Up Call,f,2024-05-11 02:38:47
384304,793364,419,sc_2,Sales Call 2,t,2024-04-02 14:44:45
384492,533574,1216,after_close_call,After Close Call,f,2024-07-15 03:27:17
384588,706054,311,follow_up,Follow Up Call,t,2024-01-31 16:25:41
384993,873252,995,after_close_call,After Close Call,t,2024-08-26 04:04:13
385033,526804,108,follow_up,Follow Up Call,f,2024-07-10 01:02:19
385192,604763,1211,after_close_call,After Close Call,f,2024-03-09 03:42:51
385274,721809,834,sc_2,Sales Call 2,t,2024-06-14 16:37:15
385344,570165,31,sc_2,Sales Call 2,f,2024-04-12 01:16:37
385392,253149,1405,after_close_call,After Close Call,t,2024-06-03 02:02:59
385790,820037,530,follow_up,Follow Up Call,t,2024-04-24 12:08:23
386279,822209,578,sc_2,Sales Call 2,t,2024-05-08 08:26:54
386725,517157,949,follow_up,Follow Up Call,f,2024-08-31 05:27:54
386911,836694,1205,meeting,Sales Call 1,f,2024-02-12 19:17:45
386931,424242,1754,sc_2,Sales Call 2,t,2024-02-12 02:30:39
387040,271829,480,follow_up,Follow Up Call,t,2024-01-15 22:47:35
387104,475588,723,follow_up,Follow Up Call,t,2024-05-10 21:04:03
387554,569868,1225,sc_2,Sales Call 2,t,2024-03-09 12:03:45
387592,745536,113,follow_up,Follow Up Call,t,2024-08-22 10:19:45
387703,698888,801,meeting,Sales Call 1,f,2024-08-19 04:35:36
387944,894465,42,follow_up,Follow Up Call,t,2024-09-10 23:41:47
388320,869645,451,follow_up,Follow Up Call,t,2024-05-24 07:31:42
388347,323441,694,follow_up,Follow Up Call,f,2024-01-26 19:31:23
388423,794720,902,follow_up,Follow Up Call,t,2024-05-24 23:27:09
388445,832989,542,after_close_call,After Close Call,f,2024-05-05 09:41:02
388537,694878,696,follow_up,Follow Up Call,t,2024-05-16 12:33:34
388702,827216,515,after_close_call,After Close Call,t,2024-08-13 04:01:03
388782,856120,366,follow_up,Follow Up Call,t,2024-02-14 08:05:38
388999,978541,223,sc_2,Sales Call 2,t,2024-07-22 21:39:24
389030,217493,868,follow_up,Follow Up Call,t,2024-02-21 00:43:46
389241,662673,761,meeting,Sales Call 1,f,2024-04-09 07:10:57
389440,162589,278,sc_2,Sales Call 2,t,2024-06-08 03:12:31
389631,772043,1624,sc_2,Sales Call 2,t,2024-01-29 18:59:04
390230,855157,974,follow_up,Follow Up Call,f,2024-06-30 05:09:30
390406,973906,1080,after_close_call,After Close Call,f,2024-01-19 15:35:57
390504,773789,797,meeting,Sales Call 1,t,2024-04-15 15:41:13
390645,780748,1755,after_close_call,After Close Call,f,2024-08-05 17:28:08
390697,931124,1230,after_close_call,After Close Call,t,2024-06-22 08:00:07
390699,836520,685,after_close_call,After Close Call,f,2024-08-17 05:54:06
390792,715694,1212,meeting,Sales Call 1,t,2024-07-11 23:35:55
391165,441363,405,sc_2,Sales Call 2,t,2024-06-08 05:50:29
391168,884163,1091,after_close_call,After Close Call,f,2024-04-13 12:55:52
391278,998101,726,sc_2,Sales Call 2,f,2024-03-31 22:32:35
392383,457123,1396,sc_2,Sales Call 2,t,2024-07-09 19:12:00
392541,737822,1118,after_close_call,After Close Call,t,2024-03-09 11:06:38
392557,571101,614,follow_up,Follow Up Call,f,2024-08-25 16:27:20
392802,539467,492,follow_up,Follow Up Call,f,2024-05-31 23:53:07
392995,184974,555,follow_up,Follow Up Call,t,2024-03-08 06:29:44
393022,684902,537,meeting,Sales Call 1,t,2024-02-14 05:25:57
393208,507195,763,meeting,Sales Call 1,t,2024-04-25 16:38:35
393320,470404,1192,after_close_call,After Close Call,t,2024-04-05 09:43:13
393555,417730,1164,after_close_call,After Close Call,f,2024-04-25 04:59:09
393598,112872,656,follow_up,Follow Up Call,t,2024-01-01 02:37:06
393656,196274,429,meeting,Sales Call 1,f,2024-06-13 19:47:32
393890,841837,424,meeting,Sales Call 1,t,2024-06-05 13:10:50
394338,611991,639,follow_up,Follow Up Call,t,2024-04-18 23:21:43
394567,849988,1559,after_close_call,After Close Call,f,2024-06-02 19:17:01
394662,674134,376,follow_up,Follow Up Call,t,2024-03-21 07:06:54
394864,553861,1042,after_close_call,After Close Call,t,2024-02-01 18:03:52
394869,412224,1003,after_close_call,After Close Call,f,2024-08-27 03:24:02
395037,648423,1653,sc_2,Sales Call 2,f,2024-03-18 23:08:22
395126,649491,785,meeting,Sales Call 1,t,2024-08-04 05:08:15
395218,722480,835,after_close_call,After Close Call,t,2024-06-10 13:35:13
395239,356506,405,meeting,Sales Call 1,t,2024-07-18 10:17:26
395354,130220,1620,meeting,Sales Call 1,t,2024-01-12 21:11:03
395386,431803,348,after_close_call,After Close Call,t,2024-05-09 04:01:26
395487,618139,8,sc_2,Sales Call 2,f,2024-06-18 04:44:05
395676,886985,21,sc_2,Sales Call 2,t,2024-07-22 07:24:45
395686,579493,1395,follow_up,Follow Up Call,f,2024-08-21 13:48:35
395723,569261,635,follow_up,Follow Up Call,t,2024-08-01 20:04:21
395730,960244,1334,meeting,Sales Call 1,f,2024-01-04 01:28:55
395830,664341,871,sc_2,Sales Call 2,f,2024-02-26 23:12:58
396014,164057,520,sc_2,Sales Call 2,f,2024-03-31 22:06:26
396067,955152,1014,sc_2,Sales Call 2,t,2024-01-23 23:44:10
396553,697209,204,after_close_call,After Close Call,t,2024-03-01 18:27:52
396669,129932,1344,meeting,Sales Call 1,t,2024-03-03 15:05:17
396671,731688,457,follow_up,Follow Up Call,t,2024-07-04 00:07:31
397027,448177,746,follow_up,Follow Up Call,f,2024-01-13 12:05:20
397067,908874,854,after_close_call,After Close Call,f,2024-04-22 04:46:45
397383,170858,1330,after_close_call,After Close Call,f,2024-09-13 12:51:09
397458,752848,770,after_close_call,After Close Call,f,2024-01-19 16:02:08
397686,491757,241,sc_2,Sales Call 2,t,2024-08-06 10:18:02
397803,385310,397,follow_up,Follow Up Call,t,2024-01-22 09:41:17
397841,938213,416,follow_up,Follow Up Call,t,2024-06-07 13:32:57
397999,493957,1376,follow_up,Follow Up Call,f,2024-09-04 18:40:14
398210,625590,1166,sc_2,Sales Call 2,t,2024-02-04 12:57:02
398254,265162,499,after_close_call,After Close Call,t,2024-03-31 05:36:32
398456,900571,1479,meeting,Sales Call 1,t,2024-05-16 23:31:42
398474,393290,1725,after_close_call,After Close Call,f,2024-06-21 16:10:47
398603,921228,67,sc_2,Sales Call 2,f,2024-01-26 02:47:38
398731,149095,1388,meeting,Sales Call 1,t,2024-04-01 13:29:52
398820,232993,1690,meeting,Sales Call 1,f,2024-03-12 15:44:44
398988,669358,938,meeting,Sales Call 1,f,2024-04-29 06:13:27
399059,462620,1116,meeting,Sales Call 1,f,2024-04-09 04:14:01
399121,694434,1710,follow_up,Follow Up Call,f,2024-08-04 00:55:32
399163,488763,663,after_close_call,After Close Call,f,2024-07-02 17:06:00
399484,844110,624,follow_up,Follow Up Call,f,2024-07-28 23:12:26
400092,336892,1655,sc_2,Sales Call 2,f,2024-06-26 03:52:03
400390,661376,1065,sc_2,Sales Call 2,t,2024-05-03 17:55:34
400450,966647,1669,meeting,Sales Call 1,t,2024-05-13 11:14:23
400501,388620,1325,follow_up,Follow Up Call,t,2024-04-28 05:49:42
400572,818422,350,after_close_call,After Close Call,f,2024-02-27 15:51:13
401457,750833,656,follow_up,Follow Up Call,f,2024-08-09 14:12:16
401611,615265,465,sc_2,Sales Call 2,f,2024-03-27 01:08:13
402166,414517,319,sc_2,Sales Call 2,t,2024-02-05 16:47:17
402258,270048,812,follow_up,Follow Up Call,f,2024-08-26 02:09:14
402314,280557,1522,sc_2,Sales Call 2,t,2024-06-02 00:16:13
402495,498207,1312,follow_up,Follow Up Call,f,2024-03-14 12:39:40
402562,585015,116,meeting,Sales Call 1,t,2024-01-21 05:31:12
402763,657487,1093,sc_2,Sales Call 2,f,2024-06-07 08:48:58
402791,538070,199,sc_2,Sales Call 2,t,2024-05-18 02:43:11
403186,299473,33,after_close_call,After Close Call,t,2024-07-15 22:46:03
403285,460120,791,follow_up,Follow Up Call,f,2024-07-03 00:34:07
403435,594300,542,follow_up,Follow Up Call,f,2024-08-26 16:18:05
403843,691832,990,follow_up,Follow Up Call,f,2024-06-28 19:56:09
403929,883013,425,follow_up,Follow Up Call,f,2024-07-04 04:44:11
403952,760459,1442,meeting,Sales Call 1,f,2024-02-26 15:46:45
404363,188358,22,meeting,Sales Call 1,t,2024-01-12 03:32:01
404406,953667,645,meeting,Sales Call 1,f,2024-08-28 08:58:21
404535,495564,220,meeting,Sales Call 1,f,2024-07-21 01:47:57
404594,249296,561,sc_2,Sales Call 2,f,2024-03-31 13:39:05
404603,901205,1431,meeting,Sales Call 1,t,2024-06-29 00:30:35
404776,430878,1318,follow_up,Follow Up Call,t,2024-08-21 01:46:19
404828,149682,918,meeting,Sales Call 1,f,2024-01-05 10:50:35
404891,502673,203,follow_up,Follow Up Call,t,2024-06-04 00:03:11
404894,524221,1045,meeting,Sales Call 1,f,2024-06-28 04:29:01
404964,991530,1265,follow_up,Follow Up Call,f,2024-06-16 00:47:12
